transaction_id,customer_id,product_id,transaction_date,quantity,unit_price,total_amount
T000673,C0164,P027,2025-06-26,3,328.08,984.23
T000850,C0080,P048,2025-06-27,1,88.51,88.51
T000375,C0091,P013,2025-06-27,5,55.66,278.28
T000536,C0060,P004,2025-06-27,5,66.15,330.75
T000386,C0164,P027,2025-06-27,7,435.27,3046.86
T000844,C0091,P010,2025-06-27,7,333.86,2337.04
T000376,C0040,P049,2025-06-28,7,327.27,2290.89
T000189,C0077,P038,2025-06-28,4,44.84,179.35
T000194,C0050,P024,2025-06-28,8,355.0,2839.98
T000025,C0076,P018,2025-06-28,1,303.95,303.95
T000343,C0012,P013,2025-06-29,3,291.35,874.05
T000434,C0112,P002,2025-06-29,4,361.19,1444.76
T000295,C0166,P008,2025-06-29,6,257.1,1542.62
T000427,C0054,P023,2025-06-29,7,192.12,1344.83
T000259,C0133,P024,2025-06-29,2,83.65,167.29
T000098,C0147,P034,2025-06-29,5,118.63,593.13
T000078,C0066,P029,2025-06-30,4,103.01,412.04
T000615,C0132,P034,2025-06-30,6,306.27,1837.62
T000430,C0144,P027,2025-06-30,5,306.22,1531.12
T000608,C0025,P012,2025-07-01,4,243.47,973.86
T000176,C0107,P036,2025-07-01,8,439.02,3512.12
T000472,C0169,P028,2025-07-01,5,289.79,1448.93
T000709,C0076,P003,2025-07-01,5,306.98,1534.88
T000364,C0191,P034,2025-07-02,9,345.97,3113.7
T000226,C0141,P013,2025-07-02,6,207.84,1247.03
T000677,C0126,P044,2025-07-02,9,485.41,4368.68
T000437,C0031,P044,2025-07-02,3,452.85,1358.54
T000612,C0150,P045,2025-07-03,9,357.63,3218.66
T000723,C0014,P023,2025-07-03,3,237.18,711.53
T000297,C0181,P004,2025-07-04,8,166.61,1332.85
T000305,C0027,P013,2025-07-06,1,446.99,446.99
T000217,C0182,P036,2025-07-06,1,376.81,376.81
T000313,C0107,P004,2025-07-06,2,205.61,411.22
T000824,C0012,P016,2025-07-06,8,413.93,3311.4
T000355,C0012,P019,2025-07-06,4,31.98,127.91
T000866,C0089,P038,2025-07-07,7,261.7,1831.89
T000871,C0059,P039,2025-07-07,9,441.42,3972.79
T000442,C0166,P020,2025-07-07,8,263.35,2106.77
T000267,C0171,P032,2025-07-07,2,362.08,724.17
T000368,C0074,P024,2025-07-08,2,429.94,859.88
T000908,C0112,P001,2025-07-09,7,244.23,1709.64
T000466,C0101,P009,2025-07-09,7,148.21,1037.47
T000983,C0112,P009,2025-07-10,3,171.57,514.7
T000006,C0174,P018,2025-07-11,3,403.1,1209.29
T000770,C0104,P003,2025-07-11,1,16.6,16.6
T000428,C0079,P010,2025-07-12,2,167.02,334.03
T000239,C0036,P028,2025-07-12,5,39.6,198.02
T000099,C0002,P040,2025-07-12,6,194.24,1165.46
T000484,C0162,P006,2025-07-13,2,345.6,691.2
T000973,C0043,P024,2025-07-13,8,149.25,1193.98
T000881,C0107,P005,2025-07-13,8,274.09,2192.71
T000708,C0099,P040,2025-07-13,5,251.74,1258.71
T000609,C0041,P026,2025-07-13,9,62.62,563.55
T000978,C0116,P041,2025-07-13,8,459.76,3678.08
T000045,C0132,P006,2025-07-13,9,203.82,1834.36
T000784,C0103,P039,2025-07-13,5,107.97,539.83
T000863,C0159,P014,2025-07-14,8,383.35,3066.77
T000248,C0175,P027,2025-07-14,5,447.62,2238.1
T000010,C0065,P011,2025-07-14,6,303.43,1820.56
T000436,C0097,P024,2025-07-15,8,224.44,1795.55
T000198,C0159,P002,2025-07-15,9,339.42,3054.78
T000845,C0010,P036,2025-07-16,9,229.76,2067.8
T000387,C0078,P001,2025-07-16,3,497.07,1491.2
T000403,C0009,P031,2025-07-16,4,131.19,524.75
T000759,C0099,P008,2025-07-16,9,236.01,2124.08
T000959,C0053,P009,2025-07-16,4,295.15,1180.6
T000720,C0032,P027,2025-07-16,5,436.5,2182.51
T000766,C0099,P027,2025-07-17,3,154.41,463.22
T000853,C0098,P021,2025-07-18,5,273.77,1368.85
T000966,C0140,P005,2025-07-18,9,163.31,1469.79
T000245,C0135,P032,2025-07-19,2,159.99,319.97
T000552,C0064,P018,2025-07-19,6,27.87,167.2
T000286,C0038,P024,2025-07-21,2,235.45,470.9
T000031,C0119,P024,2025-07-21,6,81.12,486.73
T000342,C0024,P048,2025-07-21,6,256.76,1540.56
T000783,C0064,P031,2025-07-22,8,68.72,549.78
T000563,C0140,P015,2025-07-22,5,235.19,1175.94
T000506,C0165,P040,2025-07-22,2,122.93,245.87
T000852,C0090,P021,2025-07-22,8,218.91,1751.28
T000277,C0104,P039,2025-07-22,5,178.59,892.95
T000870,C0037,P009,2025-07-22,1,456.09,456.09
T000722,C0001,P012,2025-07-23,7,296.16,2073.1
T000724,C0115,P001,2025-07-23,3,304.6,913.8
T000399,C0047,P007,2025-07-23,3,488.05,1464.14
T000390,C0047,P044,2025-07-24,4,381.16,1524.64
T000371,C0160,P034,2025-07-24,2,388.39,776.78
T000524,C0018,P022,2025-07-24,5,195.04,975.2
T000661,C0157,P048,2025-07-25,9,275.53,2479.75
T000600,C0049,P002,2025-07-25,8,283.83,2270.63
T000781,C0033,P048,2025-07-25,3,461.88,1385.65
T000817,C0127,P012,2025-07-25,7,59.23,414.58
T000046,C0023,P002,2025-07-26,2,380.49,760.98
T000385,C0146,P007,2025-07-26,2,212.06,424.12
T000834,C0013,P015,2025-07-26,6,351.02,2106.12
T000527,C0037,P010,2025-07-26,2,100.87,201.75
T000247,C0030,P023,2025-07-27,4,461.59,1846.35
T000481,C0077,P019,2025-07-27,1,223.85,223.85
T000603,C0077,P004,2025-07-27,1,137.93,137.93
T000972,C0048,P042,2025-07-27,2,99.0,198.0
T000711,C0190,P021,2025-07-27,1,350.61,350.61
T000234,C0111,P047,2025-07-28,7,194.93,1364.51
T000985,C0198,P009,2025-07-28,8,125.12,1000.99
T000008,C0114,P035,2025-07-28,5,234.27,1171.34
T000495,C0106,P028,2025-07-28,8,189.87,1518.97
T000476,C0085,P012,2025-07-29,1,168.37,168.37
T000320,C0149,P024,2025-07-29,4,30.35,121.4
T000426,C0026,P010,2025-07-30,1,39.0,39.0
T000096,C0109,P006,2025-07-30,1,445.64,445.64
T000859,C0109,P008,2025-08-01,8,215.64,1725.11
T000340,C0046,P036,2025-08-01,7,107.46,752.24
T000893,C0006,P013,2025-08-01,2,36.16,72.33
T000398,C0114,P032,2025-08-03,1,398.8,398.8
T000762,C0136,P011,2025-08-04,4,315.21,1260.82
T000233,C0135,P037,2025-08-04,8,491.12,3929.0
T000950,C0113,P009,2025-08-04,9,149.57,1346.16
T000053,C0191,P042,2025-08-05,7,112.6,788.18
T000698,C0174,P006,2025-08-05,8,55.05,440.43
T000394,C0011,P026,2025-08-05,3,244.01,732.02
T000257,C0078,P014,2025-08-05,8,369.76,2958.07
T000982,C0045,P047,2025-08-05,2,373.89,747.78
T000455,C0190,P022,2025-08-05,2,46.63,93.26
T000186,C0197,P012,2025-08-05,3,213.12,639.37
T000771,C0149,P043,2025-08-06,9,126.79,1141.13
T000409,C0041,P006,2025-08-06,8,284.02,2272.17
T000102,C0076,P040,2025-08-08,9,470.67,4236.02
T000113,C0059,P016,2025-08-09,7,116.18,813.28
T000222,C0075,P031,2025-08-10,9,387.92,3491.24
T000090,C0006,P004,2025-08-10,2,133.87,267.74
T000682,C0030,P049,2025-08-11,7,39.43,275.98
T000526,C0100,P025,2025-08-11,6,18.7,112.18
T000716,C0135,P035,2025-08-11,9,303.23,2729.11
T000504,C0043,P014,2025-08-11,6,195.58,1173.48
T000975,C0199,P014,2025-08-11,3,361.51,1084.52
T000397,C0081,P029,2025-08-11,4,190.61,762.44
T000918,C0107,P005,2025-08-12,7,264.33,1850.3
T000129,C0042,P007,2025-08-12,9,376.85,3391.63
T000266,C0111,P031,2025-08-13,9,281.76,2535.82
T000453,C0147,P033,2025-08-13,5,43.11,215.57
T000395,C0186,P022,2025-08-13,1,352.96,352.96
T000889,C0146,P031,2025-08-14,4,338.9,1355.58
T000231,C0116,P006,2025-08-14,8,101.38,811.0
T000151,C0189,P006,2025-08-15,2,307.63,615.25
T000890,C0137,P018,2025-08-15,4,318.8,1275.2
T000106,C0045,P017,2025-08-16,1,309.8,309.8
T000607,C0026,P021,2025-08-17,2,307.27,614.54
T000339,C0069,P042,2025-08-17,3,267.53,802.59
T000335,C0137,P010,2025-08-17,9,284.36,2559.25
T000095,C0161,P029,2025-08-17,3,67.77,203.31
T000252,C0048,P007,2025-08-18,1,100.99,100.99
T000149,C0099,P015,2025-08-19,7,33.34,233.39
T000417,C0111,P040,2025-08-19,8,203.44,1627.52
T000827,C0071,P022,2025-08-19,3,226.19,678.58
T000780,C0185,P008,2025-08-19,1,175.79,175.79
T000690,C0125,P018,2025-08-19,1,423.11,423.11
T000507,C0169,P049,2025-08-20,5,371.93,1859.67
T000923,C0068,P018,2025-08-20,5,197.74,988.72
T000832,C0031,P016,2025-08-21,3,39.85,119.56
T000341,C0100,P032,2025-08-21,2,398.19,796.38
T000119,C0172,P027,2025-08-21,2,147.17,294.33
T000022,C0175,P007,2025-08-22,7,24.14,169.01
T000124,C0072,P020,2025-08-22,8,489.34,3914.72
T000173,C0123,P045,2025-08-22,2,245.54,491.08
T000169,C0169,P029,2025-08-22,7,341.88,2393.15
T000264,C0142,P006,2025-08-23,5,86.29,431.45
T000117,C0030,P031,2025-08-23,6,467.44,2804.62
T000329,C0073,P029,2025-08-23,2,355.81,711.62
T000733,C0060,P021,2025-08-23,6,55.51,333.06
T000809,C0115,P045,2025-08-23,8,380.04,3040.31
T000107,C0071,P014,2025-08-24,3,25.78,77.34
T000418,C0004,P046,2025-08-24,2,359.83,719.67
T000804,C0058,P012,2025-08-24,8,353.25,2825.99
T000829,C0031,P001,2025-08-24,2,200.85,401.71
T000946,C0172,P033,2025-08-26,6,418.33,2509.99
T000802,C0080,P042,2025-08-26,5,14.8,74.01
T000056,C0067,P005,2025-08-27,9,433.15,3898.31
T000910,C0015,P038,2025-08-28,6,280.17,1681.05
T000223,C0138,P010,2025-08-28,6,260.75,1564.51
T000643,C0160,P038,2025-08-28,7,68.92,482.46
T000633,C0163,P016,2025-08-28,6,306.36,1838.18
T000306,C0184,P009,2025-08-29,4,68.92,275.67
T000907,C0001,P004,2025-08-29,9,170.65,1535.89
T000666,C0054,P040,2025-08-29,8,141.66,1133.32
T000088,C0002,P011,2025-08-30,2,488.53,977.05
T000166,C0087,P045,2025-08-30,9,407.75,3669.77
T000349,C0184,P041,2025-08-30,9,468.14,4213.23
T000293,C0095,P032,2025-08-30,5,442.44,2212.21
T000663,C0172,P043,2025-08-30,9,309.66,2786.92
T000288,C0081,P045,2025-08-31,3,143.38,430.15
T000304,C0060,P031,2025-09-01,8,292.61,2340.86
T000911,C0147,P011,2025-09-01,8,251.49,2011.95
T000957,C0051,P005,2025-09-03,8,316.72,2533.79
T000617,C0084,P005,2025-09-03,5,148.51,742.56
T000695,C0001,P047,2025-09-04,1,422.79,422.79
T000779,C0187,P032,2025-09-04,8,351.74,2813.94
T000388,C0110,P012,2025-09-04,8,325.92,2607.33
T000669,C0134,P033,2025-09-04,5,12.13,60.66
T000650,C0195,P016,2025-09-04,3,463.09,1389.27
T000769,C0102,P003,2025-09-04,2,418.98,837.95
T000754,C0142,P022,2025-09-04,1,301.91,301.91
T000884,C0152,P004,2025-09-05,9,245.04,2205.34
T000435,C0045,P028,2025-09-06,4,156.07,624.27
T000788,C0157,P029,2025-09-06,6,337.76,2026.56
T000791,C0040,P018,2025-09-07,1,449.41,449.41
T000568,C0025,P048,2025-09-07,1,131.2,131.2
T000369,C0036,P009,2025-09-07,7,491.49,3440.42
T000011,C0144,P024,2025-09-09,9,186.65,1679.88
T000849,C0040,P043,2025-09-10,6,368.26,2209.57
T000269,C0007,P049,2025-09-10,4,251.81,1007.25
T000361,C0140,P042,2025-09-11,8,52.08,416.65
T000657,C0192,P024,2025-09-11,5,297.46,1487.3
T000798,C0083,P011,2025-09-12,5,17.38,86.88
T000204,C0028,P021,2025-09-12,9,211.05,1899.41
T000941,C0010,P043,2025-09-13,5,218.52,1092.6
T000904,C0141,P014,2025-09-13,8,12.47,99.79
T000593,C0125,P018,2025-09-13,1,317.68,317.68
T000535,C0047,P049,2025-09-13,1,222.19,222.19
T000211,C0158,P011,2025-09-13,9,337.61,3038.53
T000033,C0024,P014,2025-09-13,9,298.92,2690.25
T000521,C0078,P033,2025-09-14,6,487.16,2922.99
T000558,C0102,P045,2025-09-14,5,362.28,1811.38
T000445,C0106,P025,2025-09-15,7,411.49,2880.43
T000208,C0157,P011,2025-09-15,8,180.15,1441.2
T000190,C0110,P017,2025-09-15,8,114.97,919.78
T000097,C0166,P015,2025-09-15,7,288.89,2022.2
T000676,C0045,P033,2025-09-15,5,14.25,71.23
T000225,C0186,P004,2025-09-15,5,182.8,913.99
T000336,C0151,P032,2025-09-17,4,280.52,1122.07
T000846,C0187,P013,2025-09-17,1,448.47,448.47
T000009,C0073,P024,2025-09-17,5,336.33,1681.65
T000986,C0101,P044,2025-09-18,1,344.19,344.19
T000732,C0120,P023,2025-09-18,7,405.86,2841.03
T000515,C0091,P026,2025-09-18,9,207.27,1865.45
T000760,C0122,P011,2025-09-18,6,386.21,2317.24
T000900,C0050,P007,2025-09-18,8,152.92,1223.37
T000598,C0006,P036,2025-09-20,5,112.14,560.71
T000121,C0130,P012,2025-09-20,6,7.22,43.3
T001000,C0014,P017,2025-09-21,6,48.68,292.08
T000112,C0140,P042,2025-09-21,5,110.26,551.28
T000061,C0118,P048,2025-09-21,5,162.72,813.6
T000642,C0011,P036,2025-09-21,3,301.95,905.86
T000765,C0164,P042,2025-09-22,5,351.85,1759.26
T000074,C0138,P033,2025-09-22,2,277.95,555.89
T000300,C0006,P049,2025-09-22,7,410.42,2872.93
T000354,C0114,P049,2025-09-22,3,99.06,297.19
T000237,C0146,P007,2025-09-22,4,489.64,1958.56
T000068,C0019,P017,2025-09-23,7,460.37,3222.6
T000693,C0187,P045,2025-09-23,5,307.39,1536.93
T000652,C0110,P001,2025-09-24,3,85.42,256.27
T000980,C0124,P023,2025-09-24,3,238.19,714.56
T000240,C0156,P022,2025-09-24,4,278.62,1114.47
T000945,C0165,P017,2025-09-24,3,162.78,488.35
T000183,C0187,P006,2025-09-25,8,113.18,905.4
T000967,C0013,P005,2025-09-26,2,323.28,646.56
T000753,C0174,P016,2025-09-26,4,291.16,1164.62
T000408,C0047,P042,2025-09-26,3,304.81,914.42
T000544,C0183,P026,2025-09-27,6,24.39,146.36
T000701,C0091,P045,2025-09-27,1,154.45,154.45
T000344,C0150,P012,2025-09-27,8,410.51,3284.08
T000271,C0078,P001,2025-09-28,4,192.15,768.58
T000751,C0192,P041,2025-09-28,2,382.09,764.17
T000260,C0031,P039,2025-09-28,1,223.44,223.44
T000334,C0040,P028,2025-09-28,3,205.94,617.81
T000559,C0106,P031,2025-09-28,6,131.4,788.41
T000389,C0141,P040,2025-09-28,1,91.67,91.67
T000203,C0052,P043,2025-09-28,7,177.69,1243.84
T000163,C0107,P041,2025-09-30,1,413.76,413.76
T000936,C0047,P022,2025-09-30,4,9.61,38.46
T000155,C0088,P043,2025-09-30,5,70.24,351.19
T000651,C0083,P031,2025-10-01,6,499.88,2999.28
T000215,C0199,P010,2025-10-02,4,93.09,372.36
T000296,C0008,P048,2025-10-03,3,359.47,1078.4
T000518,C0086,P011,2025-10-03,2,308.78,617.56
T000805,C0043,P011,2025-10-03,5,6.45,32.23
T000628,C0169,P025,2025-10-03,3,187.4,562.2
T000958,C0125,P011,2025-10-04,1,213.89,213.89
T000668,C0110,P024,2025-10-04,7,197.4,1381.8
T000576,C0043,P019,2025-10-04,2,423.76,847.53
T000177,C0081,P030,2025-10-04,7,97.19,680.31
T000290,C0060,P016,2025-10-04,8,494.01,3952.05
T000439,C0012,P011,2025-10-04,5,282.51,1412.54
T000968,C0145,P027,2025-10-05,3,257.72,773.17
T000857,C0044,P018,2025-10-06,8,211.22,1689.74
T000216,C0124,P014,2025-10-06,5,273.65,1368.23
T000539,C0145,P043,2025-10-06,3,345.83,1037.5
T000653,C0110,P003,2025-10-07,8,190.42,1523.33
T000333,C0056,P006,2025-10-07,4,119.51,478.04
T000139,C0092,P037,2025-10-07,7,225.19,1576.31
T000599,C0034,P019,2025-10-07,8,320.79,2566.36
T000696,C0071,P001,2025-10-07,9,217.9,1961.06
T000142,C0074,P030,2025-10-08,1,206.64,206.64
T000579,C0072,P010,2025-10-09,4,466.26,1865.04
T000534,C0057,P013,2025-10-09,6,342.63,2055.75
T000055,C0029,P034,2025-10-10,1,229.83,229.83
T000659,C0125,P019,2025-10-10,3,60.44,181.32
T000520,C0084,P008,2025-10-11,1,226.0,226.0
T000501,C0196,P027,2025-10-11,9,335.68,3021.09
T000649,C0054,P003,2025-10-11,6,305.34,1832.07
T000815,C0007,P042,2025-10-12,7,35.96,251.73
T000555,C0148,P033,2025-10-12,9,298.84,2689.59
T000883,C0090,P006,2025-10-12,2,310.36,620.73
T000483,C0058,P041,2025-10-13,7,403.88,2827.14
T000443,C0034,P039,2025-10-13,7,370.69,2594.84
T000308,C0107,P005,2025-10-13,8,259.01,2072.07
T000635,C0060,P030,2025-10-13,8,333.68,2669.48
T000192,C0100,P039,2025-10-14,3,7.26,21.77
T000564,C0155,P009,2025-10-14,9,254.15,2287.33
T000962,C0040,P041,2025-10-15,2,237.29,474.59
T000803,C0062,P024,2025-10-15,9,297.92,2681.24
T000424,C0021,P038,2025-10-16,7,403.46,2824.22
T000631,C0152,P008,2025-10-16,3,423.05,1269.15
T000865,C0077,P019,2025-10-17,2,314.29,628.57
T000438,C0055,P009,2025-10-17,9,153.89,1384.99
T000413,C0110,P005,2025-10-18,9,170.38,1533.4
T000331,C0137,P018,2025-10-19,6,494.14,2964.82
T000876,C0018,P021,2025-10-20,6,409.82,2458.94
T000964,C0025,P034,2025-10-21,1,441.4,441.4
T000974,C0086,P022,2025-10-21,9,70.95,638.55
T000705,C0026,P039,2025-10-21,4,246.93,987.72
T000067,C0145,P037,2025-10-21,8,405.26,3242.08
T000199,C0152,P025,2025-10-22,9,34.35,309.12
T000145,C0057,P026,2025-10-22,9,154.9,1394.08
T000895,C0016,P017,2025-10-22,1,21.21,21.21
T000345,C0089,P030,2025-10-22,3,42.25,126.75
T000675,C0187,P014,2025-10-23,1,390.08,390.08
T000574,C0135,P040,2025-10-23,5,279.79,1398.97
T000795,C0138,P018,2025-10-23,6,288.74,1732.44
T000038,C0010,P010,2025-10-23,1,78.01,78.01
T000281,C0173,P004,2025-10-24,2,447.05,894.09
T000915,C0102,P043,2025-10-24,8,134.21,1073.65
T000153,C0089,P019,2025-10-24,1,9.1,9.1
T000572,C0083,P048,2025-10-24,8,303.32,2426.53
T000925,C0154,P038,2025-10-25,4,251.91,1007.63
T000273,C0114,P036,2025-10-25,7,493.03,3451.2
T000326,C0142,P029,2025-10-25,5,215.38,1076.88
T000109,C0053,P002,2025-10-25,3,280.68,842.03
T000914,C0156,P024,2025-10-26,3,114.68,344.05
T000588,C0197,P017,2025-10-27,5,116.6,583.02
T000947,C0176,P029,2025-10-27,8,233.77,1870.18
T000613,C0156,P025,2025-10-28,5,225.53,1127.65
T000898,C0173,P010,2025-10-28,8,237.72,1901.73
T000655,C0199,P013,2025-10-28,3,336.97,1010.9
T000228,C0132,P043,2025-10-28,1,330.0,330.0
T000449,C0099,P036,2025-10-28,3,124.18,372.55
T000704,C0156,P042,2025-10-28,6,277.54,1665.22
T000924,C0002,P024,2025-10-29,3,410.18,1230.55
T000557,C0198,P035,2025-10-29,2,473.41,946.83
T000833,C0152,P045,2025-10-31,2,466.14,932.28
T000253,C0193,P001,2025-10-31,8,78.37,626.93
T000878,C0045,P013,2025-11-01,4,162.51,650.03
T000497,C0093,P025,2025-11-01,4,141.09,564.34
T000658,C0143,P025,2025-11-02,6,128.49,770.95
T000647,C0047,P012,2025-11-02,7,51.3,359.11
T000691,C0189,P038,2025-11-02,5,209.27,1046.35
T000485,C0079,P014,2025-11-02,1,319.83,319.83
T000400,C0150,P046,2025-11-03,1,56.28,56.28
T000855,C0086,P017,2025-11-03,1,213.98,213.98
T000948,C0194,P034,2025-11-03,6,376.26,2257.55
T000761,C0138,P015,2025-11-04,7,42.25,295.76
T000146,C0089,P028,2025-11-04,6,449.39,2696.36
T000131,C0017,P033,2025-11-04,7,46.62,326.34
T000987,C0075,P022,2025-11-05,5,280.35,1401.74
T000210,C0102,P017,2025-11-05,5,84.48,422.39
T000991,C0142,P045,2025-11-05,6,239.46,1436.78
T000489,C0122,P008,2025-11-05,2,87.63,175.26
T000734,C0160,P001,2025-11-05,2,495.73,991.46
T000213,C0002,P010,2025-11-06,1,428.94,428.94
T000930,C0181,P040,2025-11-06,5,222.41,1112.05
T000529,C0037,P026,2025-11-06,4,144.55,578.19
T000241,C0127,P026,2025-11-06,5,317.52,1587.59
T000591,C0150,P044,2025-11-06,6,312.93,1877.6
T000828,C0104,P004,2025-11-06,2,15.93,31.87
T000694,C0168,P011,2025-11-07,2,158.46,316.92
T000282,C0031,P015,2025-11-07,2,428.54,857.09
T000901,C0150,P006,2025-11-07,3,350.44,1051.33
T000126,C0053,P008,2025-11-07,3,475.47,1426.41
T000879,C0004,P013,2025-11-08,6,331.47,1988.84
T000429,C0174,P019,2025-11-08,9,65.63,590.68
T000818,C0015,P014,2025-11-09,9,271.51,2443.56
T000030,C0082,P009,2025-11-10,6,184.81,1108.86
T000079,C0120,P014,2025-11-10,8,292.72,2341.77
T000630,C0050,P038,2025-11-11,4,111.85,447.42
T000425,C0164,P032,2025-11-11,7,60.72,425.06
T000970,C0153,P019,2025-11-12,6,457.15,2742.87
T000913,C0130,P048,2025-11-12,6,302.7,1816.17
T000461,C0126,P035,2025-11-12,9,437.86,3940.73
T000474,C0059,P024,2025-11-12,3,331.67,995.0
T000843,C0022,P048,2025-11-14,1,351.02,351.02
T000383,C0192,P037,2025-11-16,6,294.58,1767.46
T000130,C0148,P048,2025-11-17,9,303.91,2735.18
T000148,C0175,P023,2025-11-17,9,104.45,940.07
T000825,C0108,P015,2025-11-17,8,425.79,3406.3
T000490,C0078,P002,2025-11-18,1,76.31,76.31
T000502,C0173,P010,2025-11-18,8,210.35,1682.77
T000272,C0108,P044,2025-11-19,6,452.1,2712.63
T000858,C0075,P015,2025-11-19,3,258.12,774.35
T000932,C0007,P043,2025-11-19,3,98.75,296.25
T000262,C0068,P041,2025-11-19,8,421.81,3374.49
T000178,C0189,P037,2025-11-20,1,87.71,87.71
T000348,C0128,P034,2025-11-20,5,119.9,599.5
T000548,C0135,P017,2025-11-20,7,54.14,378.96
T000618,C0023,P019,2025-11-21,3,209.77,629.32
T000184,C0113,P014,2025-11-21,8,338.92,2711.34
T000522,C0169,P008,2025-11-21,6,278.94,1673.67
T000191,C0009,P001,2025-11-22,7,488.69,3420.86
T000123,C0030,P042,2025-11-23,5,258.41,1292.04
T000013,C0177,P038,2025-11-24,9,268.53,2416.78
T000689,C0031,P048,2025-11-24,9,463.87,4174.8
T000414,C0012,P004,2025-11-24,9,339.31,3053.82
T000415,C0166,P022,2025-11-24,3,489.63,1468.9
T000836,C0040,P027,2025-11-25,4,123.51,494.04
T000869,C0051,P021,2025-11-25,3,241.13,723.4
T000108,C0064,P019,2025-11-25,3,80.23,240.69
T000752,C0086,P005,2025-11-25,5,461.08,2305.38
T000851,C0080,P016,2025-11-27,3,78.07,234.22
T000671,C0154,P009,2025-11-27,5,240.39,1201.95
T000232,C0116,P018,2025-11-27,7,396.69,2776.8
T000420,C0035,P023,2025-11-27,6,23.06,138.37
T000811,C0074,P049,2025-11-28,6,285.04,1710.27
T000460,C0040,P035,2025-11-29,4,273.68,1094.72
T000406,C0143,P005,2025-11-29,9,365.77,3291.94
T000114,C0197,P034,2025-11-29,3,253.38,760.14
T000741,C0159,P023,2025-11-29,7,68.21,477.47
T000042,C0157,P004,2025-11-30,8,387.49,3099.89
T000990,C0041,P029,2025-11-30,1,106.48,106.48
T000463,C0049,P023,2025-11-30,1,97.31,97.31
T000294,C0199,P018,2025-11-30,1,341.37,341.37
T000020,C0021,P041,2025-12-01,6,313.3,1879.79
T000917,C0119,P040,2025-12-01,3,90.12,270.35
T000837,C0020,P038,2025-12-01,4,237.31,949.26
T000854,C0135,P030,2025-12-01,9,163.17,1468.57
T000899,C0021,P045,2025-12-03,5,199.66,998.32
T000140,C0121,P032,2025-12-03,4,184.41,737.62
T000775,C0119,P014,2025-12-03,3,79.47,238.42
T000793,C0123,P045,2025-12-03,1,450.04,450.04
T000740,C0010,P037,2025-12-04,2,84.1,168.2
T000956,C0164,P015,2025-12-04,4,200.47,801.87
T000940,C0194,P004,2025-12-04,5,215.0,1075.0
T000315,C0077,P041,2025-12-04,5,472.58,2362.92
T000482,C0193,P015,2025-12-04,7,69.51,486.58
T000685,C0062,P036,2025-12-05,1,32.55,32.55
T000462,C0029,P048,2025-12-05,6,250.41,1502.47
T000280,C0084,P007,2025-12-05,7,326.67,2286.71
T000830,C0069,P010,2025-12-05,6,410.58,2463.49
T000261,C0171,P047,2025-12-06,8,472.44,3779.52
T000224,C0065,P019,2025-12-07,3,426.47,1279.4
T000302,C0106,P017,2025-12-07,8,330.72,2645.75
T000812,C0134,P020,2025-12-08,1,269.45,269.45
T000452,C0026,P044,2025-12-08,2,7.94,15.88
T000707,C0137,P024,2025-12-08,1,256.39,256.39
T000742,C0165,P032,2025-12-08,2,246.63,493.25
T000662,C0128,P041,2025-12-09,5,214.61,1073.05
T000505,C0021,P008,2025-12-09,2,321.42,642.84
T000274,C0012,P014,2025-12-09,4,195.8,783.19
T000072,C0199,P005,2025-12-09,5,20.66,103.31
T000047,C0193,P005,2025-12-10,5,231.62,1158.08
T000540,C0188,P024,2025-12-10,2,241.6,483.2
T000531,C0112,P011,2025-12-10,1,269.58,269.58
T000157,C0182,P025,2025-12-11,2,339.13,678.25
T000949,C0063,P024,2025-12-11,7,72.49,507.43
T000838,C0083,P030,2025-12-12,7,150.5,1053.53
T000254,C0055,P026,2025-12-12,5,41.73,208.67
T000601,C0093,P037,2025-12-13,1,85.62,85.62
T000998,C0041,P024,2025-12-13,2,420.55,841.09
T000289,C0197,P004,2025-12-14,3,188.65,565.94
T000017,C0097,P040,2025-12-14,6,168.77,1012.62
T000567,C0044,P039,2025-12-16,3,135.39,406.16
T000587,C0004,P022,2025-12-17,6,352.23,2113.4
T000569,C0177,P003,2025-12-17,3,169.02,507.06
T000135,C0069,P022,2025-12-17,8,293.45,2347.59
T000641,C0086,P047,2025-12-17,7,438.19,3067.33
T000479,C0112,P019,2025-12-18,7,363.23,2542.64
T000101,C0084,P022,2025-12-19,2,299.01,598.02
T000384,C0165,P014,2025-12-19,2,111.68,223.36
T000378,C0025,P029,2025-12-19,1,465.2,465.2
T000606,C0175,P039,2025-12-19,9,338.86,3049.73
T000122,C0088,P015,2025-12-19,3,432.07,1296.21
T000586,C0091,P027,2025-12-20,3,349.19,1047.57
T000602,C0036,P030,2025-12-20,4,493.83,1975.32
T000861,C0174,P022,2025-12-20,4,207.53,830.14
T000478,C0102,P027,2025-12-20,9,13.91,125.17
T000023,C0147,P032,2025-12-20,6,415.51,2493.03
T000159,C0029,P008,2025-12-21,1,316.73,316.73
T000104,C0170,P032,2025-12-21,2,253.58,507.16
T000450,C0057,P026,2025-12-21,4,125.0,500.0
T000530,C0179,P021,2025-12-22,3,254.73,764.19
T000721,C0063,P023,2025-12-22,9,218.45,1966.03
T000717,C0072,P028,2025-12-22,4,45.4,181.62
T000066,C0194,P048,2025-12-22,2,228.98,457.95
T000810,C0002,P023,2025-12-23,3,479.96,1439.88
T000464,C0097,P019,2025-12-23,9,264.37,2379.36
